collection,resource,theme_en,theme_es,indicator,label_en,label_es,description_en,description_es,valuetype
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_mental_disorder_per,Mental disorders DALYs (%),Trastornos mentales AVAD (%),Mental disorders Disability-adjusted life year (DALYs) (%),Trastornos mentales Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_mental_disorder_per100K,Mental disorders DALYs (per 100.000 people),Trastornos mentales AVAD (por 100.000 personas),Mental disorders Disability-adjusted life year (DALYs) (per 100.000 people),Trastornos mentales Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_sense_organ_dis_total,Sense organ diseases DALYs,Enfermedades de los órganos de los sentidos AVAD,Sense organ diseases Disability-adjusted life year (DALYs),Enfermedades de los órganos de los sentidos Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_sense_organ_dis_per,Sense organ diseases DALYs (%),Enfermedades de los órganos de los sentidos AVAD (%),Sense organ diseases Disability-adjusted life year (DALYs) (%),Enfermedades de los órganos de los sentidos Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_sense_organ_dis_per100K,Sense organ diseases DALYs (per 100.000 people),Enfermedades de los órganos de los sentidos AVAD (por cada 100.000 personas),Sense organ diseases Disability-adjusted life year (DALYs) (per 100.000 people),Enfermedades de los órganos de los sentidos Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neurological_di_total,Neurological disorders DALYs,Trastornos neurológicos AVAD,Neurological disorders Disability-adjusted life year (DALYs),Trastornos neurológicos Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neurological_di_per,Neurological disorders DALYs (%),Trastornos neurológicos AVAD (%),Neurological disorders Disability-adjusted life year (DALYs) (%),Trastornos neurológicos Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_neurological_di_per100K,Neurological disorders DALYs (per 100.000 people),Trastornos neurológicos AVAD (por 100.000 personas),Neurological disorders Disability-adjusted life year (DALYs) (per 100.000 people),Trastornos neurológicos Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_injuries_total,Injuries DALYs,Lesiones AVAD,Injuries Disability-adjusted life year (DALYs),Lesiones Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_injuries_per,Injuries DALYs (%),Lesiones AVAD (%),Injuries Disability-adjusted life year (DALYs) (%),Lesiones Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_injuries_per100K,Injuries DALYs (per 100.000 people),Lesiones AVAD (por 100.000 personas),Injuries Disability-adjusted life year (DALYs) (per 100.000 people),Lesiones Año de vida ajustado por discapacidad (AVAD) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_transport_injur_total,Transport injuries DALYs,Lesiones de transporte AVAD,Transport injuries Disability-adjusted life year (DALYs),Lesiones de transporte Año de vida ajustado por discapacidad (AVAD),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_transport_injur_per,Transport injuries DALYs (%),Lesiones de transporte AVAD (%),Transport injuries Disability-adjusted life year (DALYs) (%),Lesiones de transporte Año de vida ajustado por discapacidad (AVAD) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,dalys_transport_injur_per100K,Transport injuries DALYs (per 100.000 people),Lesiones de transporte AVAD (por cada 100.000 personas),Transport injuries Disability-adjusted life year (DALYs) (per 100.000 people),Lesiones de transporte Año de vida ajustado por discapacidad (AVAD) (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_neglected_tropi_total,Neglected tropical diseases and malaria YLLs,Enfermedades tropicales desatendidas y AVP del paludismo,Neglected tropical diseases and malaria Years of life lost due to premature mortality (YLLs),Enfermedades tropicales desatendidas y paludismo Años de vida perdidos por mortalidad prematura (AVP),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_neglected_tropi_per,Neglected tropical diseases and malaria YLLs (%),Enfermedades tropicales desatendidas y AVP por malaria (%),Neglected tropical diseases and malaria Years of life lost due to premature mortality (YLLs) (%),Enfermedades tropicales desatendidas y paludismo Años de vida perdidos por mortalidad prematura (AVP) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_neglected_tropi_per100K,Neglected tropical diseases and malaria YLLs (per 100.000 people),Enfermedades tropicales desatendidas y paludismo AVP (por cada 100.000 habitantes),Neglected tropical diseases and malaria Years of life lost due to premature mortality (YLLs) (per 100.000 people),Enfermedades tropicales desatendidas y paludismo Años de vida perdidos por mortalidad prematura (AVP) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_nutritional_def_total,Nutritional deficiencies YLLs,AVP por deficiencias nutricionales,Nutritional deficiencies Years of life lost due to premature mortality (YLLs),Deficiencias nutricionales Años de vida perdidos por mortalidad prematura (AVP),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_nutritional_def_per,Nutritional deficiencies YLLs (%),AVP por deficiencias nutricionales (%),Nutritional deficiencies Years of life lost due to premature mortality (YLLs) (%),Deficiencias nutricionales Años de vida perdidos por mortalidad prematura (AVP) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_nutritional_def_per100K,Nutritional deficiencies YLLs (per 100.000 people),AVP por deficiencias nutricionales (por 100.000 personas),Nutritional deficiencies Years of life lost due to premature mortality (YLLs) (per 100.000 people),Deficiencias nutricionales Años de vida perdidos por mortalidad prematura (AVP) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_substance_use_d_total,Substance use disorders YLLs,Trastornos por uso de sustancias AVP,Substance use disorders Years of life lost due to premature mortality (YLLs),Trastornos por consumo de sustancias Años de vida perdidos por mortalidad prematura (AVP),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_substance_use_d_per,Substance use disorders YLLs (%),Trastornos por uso de sustancias AVP (%),Substance use disorders Years of life lost due to premature mortality (YLLs) (%),Trastornos por consumo de sustancias Años de vida perdidos por mortalidad prematura (AVP) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_substance_use_d_per100K,Substance use disorders YLLs (per 100.000 people),AVP de trastornos por uso de sustancias (por cada 100.000 personas),Substance use disorders Years of life lost due to premature mortality (YLLs) (per 100.000 people),Trastornos por consumo de sustancias Años de vida perdidos por mortalidad prematura (AVP) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_diabetes_and_ki_total,Diabetes and kidney diseases YLLs,AVP por diabetes y enfermedades renales,Diabetes and kidney diseases Years of life lost due to premature mortality (YLLs),Diabetes y enfermedades renales Años de vida perdidos por mortalidad prematura (AVP),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_diabetes_and_ki_per,Diabetes and kidney diseases YLLs (%),AVP por diabetes y enfermedades renales (%),Diabetes and kidney diseases Years of life lost due to premature mortality (YLLs) (%),Diabetes y enfermedades renales Años de vida perdidos por mortalidad prematura (AVP) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_diabetes_and_ki_per100K,Diabetes and kidney diseases YLLs (per 100.000 people),AVP por diabetes y enfermedades renales (por cada 100.000 personas),Diabetes and kidney diseases Years of life lost due to premature mortality (YLLs) (per 100.000 people),Diabetes y enfermedades renales Años de vida perdidos por mortalidad prematura (AVP) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_selfharm_and_i_total,Self-harm and interpersonal violence YLLs,AVP de autolesión y violencia interpersonal,Self-harm and interpersonal violence Years of life lost due to premature mortality (YLLs),Autolesiones y violencia interpersonal Años de vida perdidos por mortalidad prematura (AVP),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_selfharm_and_i_per,Self-harm and interpersonal violence YLLs (%),AVP por autolesiones y violencia interpersonal (%),Self-harm and interpersonal violence Years of life lost due to premature mortality (YLLs) (%),Autolesiones y violencia interpersonal Años de vida perdidos por mortalidad prematura (AVP) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_selfharm_and_i_per100K,Self-harm and interpersonal violence YLLs (per 100.000 people),AVP por autolesiones y violencia interpersonal (por cada 100.000 personas),Self-harm and interpersonal violence Years of life lost due to premature mortality (YLLs) (per 100.000 people),Autolesiones y violencia interpersonal Años de vida perdidos por mortalidad prematura (AVP) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_chronic_respira_total,Chronic respiratory diseases YLLs,Enfermedades respiratorias crónicas AVP,Chronic respiratory diseases Years of life lost due to premature mortality (YLLs),Enfermedades respiratorias crónicas Años de vida perdidos por mortalidad prematura (AVP),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_chronic_respira_per,Chronic respiratory diseases YLLs (%),AVP por enfermedades respiratorias crónicas (%),Chronic respiratory diseases Years of life lost due to premature mortality (YLLs) (%),Enfermedades respiratorias crónicas Años de vida perdidos por mortalidad prematura (AVP) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_chronic_respira_per100K,Chronic respiratory diseases YLLs (per 100.000 people),AVP por enfermedades respiratorias crónicas (por 100.000 personas),Chronic respiratory diseases Years of life lost due to premature mortality (YLLs) (per 100.000 people),Enfermedades respiratorias crónicas Años de vida perdidos por mortalidad prematura (AVP) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_all_causes_total,YLLs for all causes,AVP por todas las causas,Years of life lost due to premature mortality (YLLs) for all causes,Años de vida perdidos por mortalidad prematura (AVP) por todas las causas,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_all_causes_per,All causes YLLs (%),AVP por todas las causas (%),All causes Years of life lost due to premature mortality (YLLs) (%),Todas las causas Años de vida perdidos por mortalidad prematura (AVP) (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_all_causes_per100K,All causes YLLs (per 100.000 people),AVP por todas las causas (por cada 100.000 personas),All causes Years of life lost due to premature mortality (YLLs) (per 100.000 people),Todas las causas Años de vida perdidos por mortalidad prematura (AVP) (por cada 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_cmnn_total,CMNN YLLs,CMNN YLL,"Communicable maternal, neonatal, and nutritional diseases (CMNN) Years of life lost due to premature mortality (YLLs)","Enfermedades transmisibles maternas, neonatales y nutricionales (NMC) Años de vida perdidos por mortalidad prematura (AVP)",number
